,Name,style,IBU,ABV,Description
8721,Fall Vergnügen,Wheat Beer - Dunkelweizen,18,5.5,This unfiltered dunkelweizen was brewed in our open fermenters to highlight the famous fruit-forward Bavarian yeast character which carries through the layers of rich wheat malt flavor. Alluring aromas of banana and clove make this dark wheat beer a “fall pleasure” to enjoy as the leaves change and temperatures drop here in western North Carolina. Read Less
8722,"Watch, This 360 Dunkel Be Insane",Wheat Beer - Dunkelweizen,20,5.3,Wheat Beer - Dunkelweizen
8723,Not On Porpoise Dunkel,Wheat Beer - Dunkelweizen,15,11.1,Wheat Beer - Dunkelweizen
8725,Freebooter's Dunkel Weissbier,Wheat Beer - Dunkelweizen,11,4.4,Wheat Beer - Dunkelweizen
8726,Foudreweizen,Wheat Beer - Hefeweizen,11,5.6,Wheat Beer - Hefeweizen
8727,Weizen Guy,Wheat Beer - Hefeweizen,10,4.7,Wheat Beer - Hefeweizen
8728,Chocolate Fool's Gold - Imperial Chocolate Peanut Butter Hefeweizen,Wheat Beer - Hefeweizen,18,8.0,Sweet banana with chocolate and peanut bu
8729,Foudreweizen (Batch #5),Wheat Beer - Hefeweizen,11,5.6,Wheat Beer - Hefeweizen
8731,Bavarian Breeze,Wheat Beer - Hefeweizen,13,5.5,Wheat Beer - Hefeweizen
8733,Banana Slinger,Wheat Beer - Hefeweizen,10,5.5,Milkshake Hefeweizen Style Ale brewed with lactose and Madagascar vanilla beans. All banana flavoring comes from the yeast used. No f
8735,Kevehefewinsteweizen,Wheat Beer - Hefeweizen,14,6.2,Wheat Beer - Hefeweizen
8736,Hug Deal Gone Sideweiss,Wheat Beer - Hefeweizen,19,5.8,Wheat Beer - Hefeweizen
8739,Buckeye Gold - Imperial Chocolate Peanut Butter Hefeweizen,Wheat Beer - Hefeweizen,18,8.0,"Sweet banana, chocolate & pe"
8740,Nellie’s Nectar,Wheat Beer - Hefeweizen,11,5.2,Wheat Beer - Hefeweizen
8745,Drunk Monk,Wheat Beer - Hefeweizen,18,5.5,A traditional Bavarian-style hefeweizen with banana and c
8746,Guggenweizen,Wheat Beer - Hefeweizen,12,5.7,Wheat Beer - Hefeweizen
8749,Hefe'n Hazy,Wheat Beer - Hefeweizen,60,6.5,Wheat Beer - Hefeweizen
8750,Hefeweizen,Wheat Beer - Hefeweizen,12,6.0,Our Hef is in the classic German style. We step mash to bring forward the clove characteristic and let banana characteristics take a
8751,Georgia Bound,Wheat Beer - Hefeweizen,11,5.4,Traditional German Heffeweizen brewed using hundreds of pounds of fr
8755,Fredericksburg Hefeweizen,Wheat Beer - Hefeweizen,11,5.1,"Bottle-conditioned unfiltered German wheat beer. Hazy, banana & clove notes from"
8757,Lederhosen Luau,Wheat Beer - Hefeweizen,30,6.0,Wheat Beer - Hefeweizen
8758,Trixie's Alibi,Wheat Beer - Hefeweizen,12,5.1,Wheat Beer - Hefeweizen
8759,Honored Society,Wheat Beer - Hefeweizen,36,5.25,Hefeweizen with Peach a
8761,An Extra Slice of Hefen,Wheat Beer - Hefeweizen,25,7.0,Wheat Beer - Hefeweizen
8762,Sallyweiss Imperial Hefeweizen,Wheat Beer - Hefeweizen,17,7.9,Wheat Beer - Hefeweizen
8765,HefeWeizen,Wheat Beer - Hefeweizen,12,5.2,Wheat Beer - Hefeweizen
8768,Wheat Emotion,Wheat Beer - Hefeweizen,12,5.8,A German classic. Enjoy a tall glass with flavor and aroma reminiscent of Ba
8770,Cali Squeeze Tropical P.O.G. Hefeweizen,Wheat Beer - Hefeweizen,15,5.4,Wheat Beer - Hefeweizen
8771,Banana Wheat,Wheat Beer - Hefeweizen,6,4.5,Wheat Beer - Hefeweizen
8772,El Hefe Añejo,Wheat Beer - Hefeweizen,15,11.2,Wheat Beer - Hefeweizen
8774,Sailor's Delight - Raspberry Hefe,Wheat Beer - Hefeweizen,9,5.6,Raspberry - Refreshin
8775,Hefeweizen,Wheat Beer - Hefeweizen,8,4.3,Wheat Beer - Hefeweizen
8776,Schwansteiner,Wheat Beer - Hefeweizen Light / Leicht,13,5.2,Wheat Beer - Hefeweizen Light / Leicht
8778,Schoodic Sunrise,Wheat Beer - Hefeweizen Light / Leicht,10,5.0,Wheat Beer - Hefeweizen Light / Leicht
8779,Helium Hefeweizen,Wheat Beer - Hefeweizen Light / Leicht,23,4.2,Lighter than air. This experimental American Hefeweizen is lighter and more bready than a traditional G
8780,Lite Weight Boss Man,Wheat Beer - Hefeweizen Light / Leicht,11,5.6,"A more quaffable, lightweight version of our regular hefeweizen. Light bodied with banana and clove aromas and low "
8781,Pen Island,Wheat Beer - Hefeweizen Light / Leicht,13,5.9,Wheat Beer - Hefeweizen Light / Leicht
8782,Hefegerste,Wheat Beer - Hefeweizen Light / Leicht,21,4.7,Wheat Beer - Hefeweizen Light / Leicht
8784,WR Wheat,Wheat Beer - Hefeweizen Light / Leicht,18,4.7,"American-style hefeweizen. Crisp and clean with a touch of hops (Sterling, Crystal, "
8785,Dog Days Wheat,Wheat Beer - Hefeweizen Light / Leicht,18,4.2,A simple wheat ale with a touch of Belgian character for the perfect crushable 
8786,Hefeweizen,Wheat Beer - Hefeweizen Light / Leicht,20,5.2,Wheat Beer - Hefeweizen Light / Leicht
8789,Silver Island Hefeweizen,Wheat Beer - Hefeweizen Light / Leicht,5,4.0,Wheat Beer - Hefeweizen Light / Leicht
8790,Light & Curvy,Wheat Beer - Hefeweizen Light / Leicht,20,4.0,Wheat Beer - Hefeweizen Light / Leicht
8794,Hoofenweizen,Wheat Beer - Hefeweizen Light / Leicht,30,5.0,"Summer seasonal. Aroma of banana, clove, and fresh bread. Hint of caramel flavor, clean, refreshing finish. Appropriate to garnish with a wedge of lemon. This is not quite a true-to-style hefeweizen, in that it possesses slightly more color than a traditional hefe, with a hint of caramel in the flavor. An unfiltered, dry, hoppy wheat ale! Read Less"
8795,Haufeweizen,Wheat Beer - Hefeweizen Light / Leicht,12,5.3,Wheat Beer - Hefeweizen Light / Leicht
8797,Hopfenweisse,Wheat Beer - Other,16,5.1,"A hoppier version of our Hefeweizen, made with Illinois-gro"
8798,Ewald the Wildman,Wheat Beer - Hopfenweisse,43,5.6,Wheat Beer - Hopfenweisse
8799,HopfenWeisse,IPA - White,18,5.2,IPA - White
8801,Imperial Kristallweizen,Wheat Beer - Kristallweizen,41,10.0,Wheat Beer - Kristallweizen
8803,Lucent Bond,Wheat Beer - Kristallweizen,11,4.8,"Gluten Reduced American Krystal Weiss. Light body, easy drinking, with ginger"
8805,Flavor Kristalls,Wheat Beer - Kristallweizen,15,4.5,Wheat Beer - Kristallweizen
8806,Ewald the Brilliant,Wheat Beer - Kristallweizen,14,5.2,Wheat Beer - Kristallweizen
8807,Please Clarify...,Wheat Beer - Kristallweizen,11,5.6,Wheat Beer - Kristallweizen
8809,Hopfenberg,Wheat Beer - Kristallweizen,10,4.5,"An unfiltered German-style wheat beer dry-hopped with Zappa, El Dorado, a"
8812,Half-a-weizen,Wheat Beer - Kristallweizen,11,5.0,Wheat Beer - Kristallweizen
8813,Heisenberg,Wheat Beer - Kristallweizen,5,4.5,Wheat Beer - Kristallweizen
8814,Kristallweizen,Wheat Beer - Kristallweizen,13,5.2,Wheat Beer - Kristallweizen
8816,Crystal Wheat,Wheat Beer - Kristallweizen,15,5.7,Wheat Beer - Kristallweizen
8817,Crystal Gayle Goschie,Wheat Beer - Kristallweizen,23,5.1,Wheat Beer - Kristallweizen
8818,Plaid Bikini,Wheat Beer - Kristallweizen,16,5.2,Wheat Beer - Kristallweizen
8823,Table Weiss,Wheat Beer - Kristallweizen,22,4.6,Wheat Beer - Kristallweizen
8825,Crystal Method,Wheat Beer - Kristallweizen,12,5.0,Wheat Beer - Kristallweizen
8827,Kristal Wheat,Wheat Beer - Kristallweizen,15,5.0,"Light, s"
8830,My Better Hefe,Wheat Beer - Kristallweizen,25,5.2,Wheat Beer - Kristallweizen
8833,Kold Shoulder Kristallweizen,Wheat Beer - Kristallweizen,20,5.5,Wheat Beer - Kristallweizen
8835,Kristallweis,Wheat Beer - Kristallweizen,34,5.0,"Kristallweis biers are the lighter, filtered, cousins of the classic German-style wheat beer. Ours has the characteristic spicy fruit notes of the traditional Bavarian style, but with an added herbaceous hop note from a hit of German Hallertau Blanc hops. Read Less"
8837,Raspberry K-Dub,Wheat Beer - Kristallweizen,10,5.7,Wheat Beer - Kristallweizen
8838,Yugo,Wheat Beer - Kristallweizen,18,4.5,Wheat Beer - Kristallweizen
8839,Kristal Weizen,Wheat Beer - Kristallweizen,11,5.2,Wheat Beer - Kristallweizen
8842,Kristallweizen,Wheat Beer - Kristallweizen,14,5.0,"Literally translated to ""crystal wheat,"" this German - style Hefeweizen is filtered for a clean mouthfeel. With distinct-yet-smooth notes of banana and clove, this light-bodied, transparent gold ale is fresh and ready to refresh. Read Less"
8844,Blackberry Wheat,Wheat Beer - Kristallweizen,22,6.2,Wheat Beer - Kristallweizen
8847,Kavanaugh Kristalweiss,Wheat Beer - Kristallweizen,20,4.0,Wheat Beer - Kristallweizen
8848,Mesa Cerveza Crystal Wheat,Wheat Beer - Kristallweizen,11,4.8,A Light and Refreshing Wheat Beer. A Slightly less Wheat and Yeast profile than other Wheat S
8849,LOBO Kristall Weizen,Wheat Beer - Kristallweizen,14,5.0,"Brilliantly clear, crisp and refreshing. Dense, pearl white foamy head. Aromas of banana and clove on the nose. Exotic enough to kick your boots off and dance in the rain. Read Less"
8850,Old Chico Crystal Wheat,Wheat Beer - Kristallweizen,26,4.8,Wheat Beer - Kristallweizen
8854,Choco Blanco,Wheat Beer - Other,18,6.1,Your typical American Wheat with a not so typical white chocolate twist. This slightly sweet wheat is sure to satisfy your inner s
8855,Fig. 1 (figure one),Wheat Beer - Other,22,5.2,a wheat beer with mixed culture and dry hop. Brewed on a primitive brewing set up with spring water and Vermont grown grain
8856,In the Wheat of the Moment,Wheat Beer - Other,12,6.4,American wheat ale with vanilla lactose and tang
8858,Guava Coconut Berliner Weisse,Wheat Beer - Other,4,4.0,Wheat Beer - Other
8861,Reagan's Comet,Wheat Beer - Other,48,4.7,Brewed in partnership with Pies & Pints in honor of Reagan Mi
8864,Banana Split,Wheat Beer - Other,7,7.0,"Wheat Ale brewed with nearly 2000 bananas, Madagascar Vanilla, Turbinado Sugar and Choc"
8866,Sonoran White Chocolate Ale,Wheat Beer - Other,17,4.7,"A light, refreshing and completely unique wheat beer. The brew has a delicate aroma and a subtle taste of white"
8869,Strawberry Shorty,Wheat Beer - Other,15,4.3,"2nd use fresh strawberries. Tart, refreshing,"
8874,Vanilla Milkshake Ale,Wheat Beer - Other,16,4.7,A pale wheat beer with lactose and vanilla added to make a thick and cr
8879,Blue Ridge Blueberry Wheat,Wheat Beer - Other,12,4.7,Wheat Beer - Other
8881,Escape,Wheat Beer - Other,10,4.0,Wheat Beer - Other
8882,Chocolate Milkshake Ale,Wheat Beer - Other,16,5.0,"A rich and creamy milkshake ale made with real chocolate, vanilla, wheat, oats, and lactose with low "
8884,Gaia Nectar,Wheat Beer - Other,13,4.9,Wheat Beer - Other
8888,Crow’s Nest Wheat Ale,Wheat Beer - Other,22,5.0,Wheat Beer - Other
8893,Bamm-Bamm Loves Pebbles,Wheat Beer - Other,12,6.0,Wheat Beer - Other
8894,Sunstrike,Wheat Beer - Other,15,5.4,Miskatonic Brewing Co Collaboration!!! Light & refreshing summer ale brewed with meyer lemon peel an
8900,CitraExodus,Wheat Beer - Other,21,5.0,Wheat Beer - Other
8904,Bourbon County Brand Caramella Wheatwine (2020),Wheat Beer - Wheat Wine,60,14.6,"Caramella or ‘candy’ in Italian is a wheatwine aged in Larceny Wheated Bourbon barrels with apple, cinnamon, and natural caramel flavor added after aging. Just like last year, the sweet smoothness from the Larceny Wheated Bourbon barrels adds a lingering warmth that complements the added flavor nuance. It’s nostalgia-inducing flavors are reminiscent of a caramel apple. Our Lead Lab Analyst, Joey Tidei, created this variant as a tribute to his love of seasonal flavors. This luscious embodiment of caramel perfectly paired with a slightly-tart apple flavor will transport you to a crisp Autumn day. Read Less"
8905,Bourbon County Brand Wheatwine (2018),Wheat Beer - Wheat Wine,60,15.4,"Made from two row and malted wheat, Bourbon County Brand Wheatwine debuts this year. As the first recipe to veer from the original Imperial Stout since Barleywine in 2013, Wheatwine displays a deep amber color, lighter than its counterparts and acts a true medium to convey the characteristics of our 4+ year old Heaven Hill Bourbon barrels. Wheatwine overflows with flavors of caramel, vanilla, butterscotch, and toffee. Read Less"
8924,Wood Ya Honey,Wheat Beer - Wheat Wine,70,13.0,Wheat Beer - Wheat Wine
8931,Pappy Burleson,Wheat Beer - Wheat Wine,35,10.0,Wheat wine aged in Jack Danie
8936,Cosmic Collision,Wheat Beer - Wheat Wine,55,12.4,Wheat Beer - Wheat Wine
8937,Boogoop,Wheat Beer - Wheat Wine,80,10.4,Wheat Beer - Wheat Wine
8938,Old Lord Chubby Cheeks,Wheat Beer - Wheat Wine,88,11.6,"Wheat Wine Aged in Rye Whisky Barrels. Rich caramel, sherry, madeira, chocolate covered cher"
8944,Bourbon Barrel Aged Wheat Wine Ale,Wheat Beer - Wheat Wine,42,12.0,"Bourbon Barrel Aged Wheat Wine was brewed in the Barleywine style, using 100% malted wheat and left to age in Wild Turkey bourbon barrels for 10 months. It pours a rich honey hue and opens up with complex oak aromas of vanilla and caramel blended nicely with notes of toffee, marmalade and dates. Barrel aging rounds out this big beer by adding a rich tannic structure. Read Less"
8949,Hvedegoop,Wheat Beer - Wheat Wine,80,10.4,Wheat Beer - Wheat Wine
8959,Albus (Singularis #1 ) Ransom Spirits Pinot Noir/Gin Barrel,Wheat Beer - Witbier / Blanche,14,4.7,Wheat Beer - Witbier / Blanche
8968,Bellwether,Wheat Beer - Witbier / Blanche,25,8.4,Imperial Wit aged in gin barrels with Kaffir l
8970,Deaf Stewart,Wheat Beer - Witbier / Blanche,14,4.8,Wheat Beer - Witbier / Blanche
8971,Raspberries On Acid,Wheat Beer - Witbier / Blanche,15,8.0,Wheat Beer - Witbier / Blanche
8979,Pinckney Bend Gin Barrel-Aged Hibiscus Wit,Wheat Beer - Witbier / Blanche,15,5.4,We took our favorite pink beer and aged it in Pickney Bend g
8991,The Peacock and Jupiter,Wheat Beer - Witbier / Blanche,19,6.5,Wheat Beer - Witbier / Blanche
9007,Sherry Barrel Atrial Rubicite,Wild Ale - American,7,7.0,"Sherry Barrel Atrial Rubicite was brewed with Hill Country well water, barley, wheat, oats, and hops. It was fermented with our mixed culture of microorganisms consisting of brewers yeast and native yeast and bacteria harvested from the air and wildflowers around our brewery, and refermented with raspberries grown in Washington. Sherry Barrel Atrial Rubicite was packagd in July of 2015 and is unfiltered, unpasteurized, and 100% naturally conditioned. At the time of bottling, it was 7.0% alcohol by volume, 1.003 specific gravity (0.75 degrees Plato), 7 IBU, and 3.3 pH. Read Less"
9014,R & D Wild Peach,Wild Ale - American,11,7.25,Wild Ale - American
9039,Gin Barrel Nocturn Chrysalis,Wild Ale - American,7,7.5,Wild Ale - American
9050,SPON Peach & Apricot (2017),Wild Ale - American,19,5.5,"Our 2017 blend was made from about 1,200 liters (75%) of two-year old SPON and 400 liters (25%) of one-year old SPON. SPON is our 100% spontaneously fermented beer that we turbid mash with well water and local grain, boil with aged hops from our barn, cool and inoculate overnight in our coolship, and 100% spontaneously ferment in oak barrels. The peach varietal this year is Ranger, which came from Noble Farms in Lubbock, Texas. The apricot variety this year is Patterson, which came from Blossom Hill in California. We used about 800 pounds each of peaches and apricots (1,600 pounds total) in the refermentation. Read Less"
